processed_tokens,class_label
"['dizi', 'iyi', 'gibi', 'duruo', 'sanki', 'hepsi', 'izlicemde', 'hahhahhahahahahahaha', 'sen', 'ole', 'diosan', 'oledir', 'selocan']",Neutral
"['sahip', 'beraber', 'satılık', 'bmw', '4', 'çek', 'her', 'arazi', 'koşul', 'uygun', 'deh', 'deyi', 'git', 'çüş', 'deyi', 'dur']",Neutral
"['capitol', 'mağaza', 'telefon', '4', 'saat', 'ara', 'meşgul', 'açıkmı', 'kal', 'acaba']",Neutral
"['hayatpaylasincaguzel', 'peki', 'turkcell', 'de', 'biz', 'gorecek', 'mi']",Neutral
"['360', 'turkcell', 've', 'irem', 'diyim', 'deniz', 'an', 'ama', 'doruk', 'yine', 'fransız', 'kalıcak', 'üzgün', 'hahaha', 'd']",Neutral
"['turkcell', 'ın', 'zamanlamsı']",Neutral
"['biskolata', 'reklam', 'herkes', 'örnek', 'ol', 'hatta', 'bura', 'en', 'çok', 'reklam', 'ver', 'turkcell', 'e', 'duyrulur']",Neutral
"['benım', 'derdım', 'turkcell', 'ıle', 'degıl', 'kvk', 'ıle']",Neutral
"['avea', 'biz', 'musteri', 'sayini', 'aciklasna', 'hatta', 'vodafone', 've', 'turkcell', 'mustri', 'sayisini', 'da', 'acikla', 'ama', 'boyle', 'bi', 'reklam', 'acikla', 'tabi', 'aciklayabirsen']",Neutral
"['orda', 'durum', 'nasıl', 'sertab', 'tecavüz', 'uğra', 'serkan', 'amaaaan', 'hayat', 'paylaş', 'güzel', 'lalalalalaaaa', 'd']",Neutral
"['turktelekom', 'ey', 'sen', 'lider', 'telekom', 'firma', 'becerik', 've', 'bilgi', 'bayi', 'ara', 'siz', 'turkcell', 'vın', 'hediye', 'etcez', 'de', 'neden']",Neutral
"['bukutudanevar', 'd', 'ddd', 'd', 'd', 'd']",Neutral
"['bu', 'turkcell', 'dur', 'dur', 'acitigi', 'bbmim', 'ner', '2', 'ay', 'ol', 'hala', 'kapanmadi', 'ben', 'de', 'turkcell', 'ben', 'asik', 'kimse', 'inanmiyo']",Neutral
"['ne', 'iste', 'ver', 'de', 'bülent', 'arınç', 'ben', 'hayat', 'paylaş', 'güzel', 'lalalaylaaay', 'olay', 'çok', 'yanlış', 'bi', 'yer', 'anla']",Neutral
"['dilay', 'o', 'kadar', 'çok', 'telefon', 'konuş', 'ki', 'anne', 'sonra', 'şimdi', 'de', 'turkcell', 'atar', 'hahaha', 'b']",Neutral
"['ilk', 'defami', 'ariyorlar', 'haci', 'bildigin', 'turkcell', 'musteri', 'hizmet']",Neutral
"['tarife', 'net', 'bülten', 'gel', 'link', 'aç', 'ama', 'web', 'site', 'cihaz', 'bedel', 'diye', '24', 'aylık', 'ekstra', 'bir', 'ücret', 'daha', 'var']",Neutral
"['turkcell', 'foto', 'çek', 'karisina', 'yolla', 'çalış', 'ragıp', 'abi', 'baldiza', 'yollayinca', 'karı', 'da', 'ol']",Neutral
"['çocuk', 'gül', 'diye', 'turkcell', '1234evodafone', 've', 'avea', '2345', 'cgd', 'yaz', 'yolla', 'kampanya', '5', 'tl', 'katkı', 'bulun']",Neutral
"['turkcell', 'müsteri', 'hizmet', 'aramıs', 'sadece', '532', 'ise', 'peri']",Neutral
"['turkcellın', 'mağaza', 'mudurundende', 'böyle', 'bir', 'cvp', 'gel', 'gayet', 'dogal', 'tabıkı']",Neutral
"['anlaş', 'mı', 'düşünüyosun', 'operatör', 'engel', 'ol', 'alet', 'o', 'atla', 'ben', 'ki', 'turkcell', 'cihaz', 'mesela', 'market', 'kap']",Neutral
"['ay', '2tl', 'o', '2tl', 'bi', 'öğrenci', 'için', 'servet', 'de']",Neutral
"['haha', 'noel', 'bab', 'hesabıhesabının', 'hesabıbıraksınlar', 'hesap', 'kitap', 'bi', 'turkcell', 'gece', '3', 'kadar', 'bağla', 'bak', 'biz']",Neutral
"['orda', 'durum', 'nasıl', 'sertap', 'tecavüz', 'uğra', 'hakan', 'ama', 'ol', 'hayat', 'paylaş', 'güzel', 'lalalalalalalala']",Neutral
"['cani', 'biz', 'de', 'davet', 'et', 'bi', 'kere', 'su', 'pazarla', 'konferanslarina', 'biz', 'bazarnamaci', 'dill', 'miyik']",Neutral
"['kapa', 'o', 'beybi', 'turkcell', 'website', 'ama', 'explorerla', 'yap', 'lazım', 'sen', 'gmail', 'kullan', 'mu', 'de', 'ben', 'bi']",Neutral
"['pekı', 'bırı', 'benı', 'ara', 'turkcell', 'sarkısı', 'calan', 'telefon', 'ne', 'demelı']",Neutral
"['3kelimeyle2011', 'şamata', 'gırgır', 'eğlence', 'd']",Neutral
"['05327577777', 'ara', 'actım', 'bi', 'baktim', 'turkcell', 'eskıden', '532', '8090', '8091', 'gıbı', 'numrlardan', 'ara', 'demkkı', 'acmynca', 'kımse', 'ozl', 'no', 'cevrmslr', 'hattıd']",Neutral
"['21', 'milyon', '913', 'bin', 'mms', 'gönder']",Neutral
"['bu', 'servis', 'enaz', 'iki', 'yalan', 'söyle', '2011', 'en', 'çok', 'kullan', 'kazan', 'hangi', 'herkes', 'kafa', 'göre', 'birinci']",Neutral
"['bu', 'twitter', 'bağ', 'olay', 'turkcell', 'bir', 'alaka', 'ol', 'mi', 'ben', 'turkcell', 'bu', 'alan', 'reklam', 'ver']",Neutral
"['turkcell', 'ben', 'ses', 'tanı', 'anla', 'lütfen', 'yeniden', 'dene', 'turkcell', 'ben', 'sesimd', 'ben', 'ben', 'döl', 'ziyan', 'tanı', 'mı', 'türk', 'kız', 'merve']",Neutral
"['müzik', 'yaz', '1040', 'gönder', '20tl', 'kazan', 'bu', 'yap', 'kazan', 'varmı', 'turkcel', 'için', 'gecerli']",Neutral
"['iphone', '4s', 'bugün', 'sat', 'turkcell', 'vodafone', 'türkiye', 've', 'avea', 'bugün', 'itibar', 'iphone', '4sin', 'sat', 'başla']",Neutral
"['cani', 'tebrik', 'turkcell', 'bo', 'ilk', '10', 'icindedin', 'sen']",Neutral
"['turkcell', 'girişim', 'gün', 'siz', 'garip', 'bir', 'kişi', 'ol', 'düşün', 'için', 'üzgün', 'fakat', 'dün', 'gece', '0230', 'da', 'makale', 'okudm']",Neutral
"['2011', 'yaşa', 'bitti']",Neutral
"['bu', 'turkcell', 'reklam', 'hayat', 'paylaş', 'güzel', 'de', 'manita', 'falandamı', 'paylaşıcazyok', 'la', 'o', 'kadar', 'değil', 'amk']",Neutral
"['superonline', 'nasıl', 'bil', 'ama', 'ttneti', 'kesinlikle', 'öner']",Neutral
"['turkcell', 'reklaminda', 'hamil', 'bi', 'abla', 'var', 'ya', 'yediz', 'doguracak', 'galiba', 'hic', 'bu', 'kadar', 'hamil', 'biri', 'gormemistim']",Neutral
['turkcell'],Neutral
"['gnctrkcll', 'deger', 'mi']",Neutral
"['blackberry', 'kullaniyorum', 'ama', 'turkcell', 'i', 'phone', 'paket', 'var', 'isnt', 'it', 'ironic']",Neutral
"['turkcell', 'oynat', 'kampanya', 'hediye', 'kupon', 'mesaj', 'telefon', 'mesajmı', 'gel']",Neutral
"['gnctrkcll', 'le', 'indrmli', 'bilet', 'al', 'ol', 'bile', 'twilight', 'a', 'git', 'bnm', 'için', 'gel', 'geçmiş', 'tek', 'vampir', 'film', 'vampir', 'görüşme']",Neutral
"['abi', 'sen', 'de', 'turkcell', 'blog', 'yarismasindaydim', 'yanlis', 'hatirlamiyorsam', '5', 'ocak', 'nasil', 'katiliyoruz', 'odul', 'torenine']",Neutral
"['o', 'ses', 'türkiye', 'ara', 'gir', 'kubat', 'turkcell', 'reklam', 'çek', 'herkes', 'yılbaş', 'ne', 'yap', 'düşün']",Neutral
"['turksel', 'iş']",Neutral
"['turkcell', 'mi', 'türkcell', 'mi', 'bugün', 'bi', 'yer', 'gör', 'akıl', 'gel', 'd', 'uyu', 'kalk', 'konuş', 'nasıl', 'bişeyiz', 'anlam', 'ver', 'd']",Neutral
"['e', 'hemen', 'bildrmem', 'gerek', 'vapur', 'turkcell', 'bedava', 'gazete', 'dagtyor', 'ama', 'belli', 'gazete', 'sabah', 'habertrk', 'gbi', 'diger', 'niye', 'yok']",Neutral
"['turkcel', 'ol', 'at']",Neutral
['turkcell'],Neutral
"['konferans', 'internet', 'yayınla', 'mı']",Neutral
"['turkcell', 'kim', 'ara', 'diye', 'göster', 'kim', 'ara', 'iste', 'diye', 'göster', 'herşey', 'bambaşka', 'ol']",Neutral
"['bengü', 'türkcell', 'konser', 'kaydet', 'varmi']",Neutral
"['bukutudanevar', 'ayfon', 'dört', 'se', 'ayped', 'ikiiiiiiii', 'd']",Neutral
"['turkcellesavasimvar', 'bu', 'reklam', 'gör', 'yine', 'kızacakkk']",Neutral
['süperonline'],Neutral
"['copcu', 'kari', 'bile', 'sabahlik', 'giyiyo', 'bkz', 'turkcell', 'reklami']",Neutral
"['sebekemde', 'pıl', 'az', 'yazıo', 'turkcell', 'adınımı', 'deıstırdı', 'la', 'acabahassıktır', 'sarjım', 'bıtıomussarj', 'aletım', 'nerd', 'la', 'benımaha', 'buldumtamam', 'sakin', 'ya']",Neutral
"['4', 'saat', 'içeri', 'beyaz', 'eşya', 'bosch', 'servis', 'baza', 'süperonline', 'gel', 'geç', 'ortalık', 'savaş', 'alan', 'dön', 'doğal', 'ol']",Neutral
"['suadiye', 'turkcell', 'de', 'bi', 'berna', 'lacin', 'gordum', 'sanki']",Neutral
"['yok', 'turkcell', 'degil', 'bu', 'sefer', 'd']",Neutral
"['ön', 'gel', 'unut', 'de', 'kolay', 'sen', 'bişe', 'söleyim', 'mi', 'karşı', 'geç', 'unuttunmu', 'de', 'ruh', 'don', 'selocan']",Neutral
"['ne', 'iş', 'hacı', 'aldınmı', 'araba', 'düüt', 'düüt', 'hııhh', 'p']",Neutral
"['bugün', 'avea', 'yarın', 'turkcell', 'belli', 'mi', 'ol', 'mesajlasacak', 'biri', 'bize', 'mesaj', 'ol', 'numara', 'at']",Neutral
"['i̇yi', 'akşam', 'el', '3', 'adet', 'türkcell', '250', 'kontör', 'kazı', 'konuş', 'kart', 'var', 'son', 'kultar', 'geçmiş', 'bu', 'nasıl', 'değiş']",Neutral
"['pazarla', 'aile', 'beraber', 'yol', 'al', 'iste', 'cvm', 'blog', 'ilgi', 'bekle']",Neutral
"['bugün', 'turkcell', 'de', 'msj', 'gel', 'musteri', 'hizmet', 'ara', 'hmm', 'neyse', 'sen', 'mesgulsun', 'galiba', 'b', 'deyip', 'kapa']",Neutral
"['orda', 'durum', 'nasıl', 'sertap', 'tecavüz', 'uğra', 'hakanama', 'ol', 'hayat', 'paylaş', 'güzellalalalalala', 'd']",Neutral
"['turkcell', 'müşt', 'hizmet']",Neutral
"['o', 'kadar', 'turkcel', 'can', 'de', 'hayat', 'paylaş', 'güzel', 'de', 'turkcell', 'biz', 'stajyer', 'kadro', 'yer', 'ver', 'mi', 'bilinmiyo', 'hiçç', 'umut', 'thy', 'd']",Neutral
"['dur', 'bi', 'mesaj', 'at', 'sevgili', 'zannet', 'turkcell', 'd']",Neutral
"['silgi', 'toz', 'birik', 'o', 'yuvarla', 'uzun', 'bir', 'ip', 'yap', 'var', 'mı', 'ara', 'haydi', 'rt', 'et', 'cocukken', 'evet', 'd']",Neutral
"['charlene', 'li', 'gelenek', 'medya', 'için', 'hazırla', 'içerik', 'al', 'sosyal', 'medya', 'paylaş', 'sosyal', 'medya', 'iletişim', 'değil', 'pazarlamakonferansi']",Neutral
"['say', 'başkanorganize', 'santurkcell', 'çağrı', 'merkez', 'bulnduğu', 'sokak', 'yaz', 'kış', 'çamurgözünüzden', 'kaç', 'olabilr']",Neutral
"['turkcell', 'i̇k', 'tek', 'tıkla', 'turkcell', 'cv', 'wwwturkcellisimolurmusunblogspotcom']",Neutral
"['kesk', 'turkcell', 'kim', 'ara', 'diye', 'göster', 'kim', 'ara', 'iste', 'diye', 'göster', 'herşey', 'bambaşka', 'ol', 'sankiíí']",Neutral
"['bugün', 'turkcell', 'bile', 'mesaj', 'çek']",Neutral
"['selocan', 'napiyirsinn']",Neutral
"['bogac', 'nurcan', 'sen', 'turkcell', 'çalışanımısın']",Neutral
"['turkcell', 'ici', '600', 'hepsi', 'sen', 've', 'anne', 'harca', 'merak', 'et', 'd']",Neutral
"['at', 'da', 'turkcell', 'reddet', 'çünkü', 'telefon', 'kap']",Neutral
"['kuzey', 'kıbrıs', 'turkcell', 'abone', 'en', 'büyük', 'taraftar', 'seç']",Neutral
"['15', 'tl', 'diyo', '19', 'tl', 'ver', 'turkcell', 'ıphone', 'al']",Neutral
"['hayat', 'paylasınca', 'güzel', 'ben', 'ciddi', 'düsünüyorum', 'de', 'cık', 'ara']",Neutral
"['csi', 'turkcell', 'bi', 'gel', 'git']",Neutral
"['kalite', 'de', 'herkes', 'günaydın']",Neutral
"['alaala', 'baksendodakikalar', 'elbet', 'bit', 'bit', 'zaman', 'bukadar', 'küstah', 'olabilecekmisin', 'bak', 'd', 'sonuç', 'buhran', 'turkcel', 'deil', 'd']",Neutral
"['turkcell', 'yani', 'şaşır', 'lazım']",Neutral
"['sen', 'vodafone', 'gibi', 'her', 'anı', 'yaşarkenben', 'sen', 'turkcell', 'gibi', 'her', 'yer', 'çekememşimdi', 'gel', 'ayır', 'desemavea', 'gibi', 'oh', 'be', 'de']",Neutral
"['yeni', 'yıl', 'daha', 'uygun', 'internet', 'paket', 'bekle', 'turkcel']",Neutral
"['turkcell', '4', 'çek', 'panpalopp', 'ama', 'ben', 'cekemem', 'artık', 'trip']",Neutral
"['kanka', 'turkcell', 'kazıkla', 'nasıl', 'yap', 'sms', 'yap', 'sene', 'bit', 'sen', 'tanı', 'gün', 'lanet', 'ol']",Neutral
"['hayat', 'paylaş', 'güzel', 'mi', 'banane', 'mı', 'banane', 'mı', 'ben', 'o', 'karınıyım', 'karınıyım']",Neutral
"['online', 'i̇şlemler', 'facebook', 'kullanım', 'sorgula', 'tarife', 'bilgi', 'güncelle', 'ya', 'da', 'siz', 'özel', 'avantaj', 'gör']",Neutral
"['bugün', 'kadın', 'biri', 'turkcell', 'e', 'gir', 'kontür', 'sat', 'mu', 'de', 'şaka', 'gibi', 'yaa', 'd']",Neutral
"['bu', 'vodafone', 'avea', 'turkcell', 'bok', 'at', 'reklam', 'da', 'bak', 'nere', 'kadar']",Neutral
"['konya', 'elektroworld', 'turkcell', 'standindaki', 'arkadas', 'sen', 'soru', 'burun', 'cevap', 'ver', 'onundeki', 'ekran', 'domates', 'ek', 'devam', 'et']",Neutral
"['ne', 'bili', 'bi', 'ara', 'vodafone', 'turkcell', 'avea', 'muhabbet', 'geç', 'ora', 'kal', 'akıl', 'd']",Neutral
"['reklam', 'cekmiyor', 'diye', 'gobek', 'at', 'avea', 'mi', 'turkcell', 'mi', 'o', 'zaman', 'd']",Neutral
"['bu', 'ara', 'akıl', 'bişey', 'gel', 'ya', 'turkcell', 'super', 'lig', 'artık', 'başla', 'diye', 'reklam', 'yapıyolardı', 'eskiden', 'yine', 'yap']",Neutral
"['selocan', 'ile', 'kumru', 'form', 'ortaköy']",Neutral
"['turkcell', 'kim', 'ara', 'diye', 'göster', 'kim', 'ara', 'iste', 'diye', 'göster', 'herşey', 'bambaşka', 'ol']",Neutral
"['un', 'çekim', 'güç', 'turkcell', 'geçmiş']",Neutral
"['iphone', '4', 'üm', 'yet', 'ben', 's', 'de', 'ne', 'd']",Neutral
"['kız', 'tiyatro', 'git', 'madem', 'bigün', 'devlet', 'tiyatro', 'ucuz', 'dior', 'aaaa', 'gnctrkcll', 'yok', 'mu', 'orda', 'da', 'diyo', 'ne', 'düşünüosun', 'bu', 'konu']",Neutral
"['hayat', 'paylasinca', 'güzel', 'diye', 'slogan', 'çıkar', 'ceosu', 'her', 'ay', 'maaş', 'yarı', 'ben', 'paylaşırmı', 'acaba']",Neutral
"['3kelimeyle2011', 'banapiyano', 'hediye', 'edermisiniz']",Neutral
"['kar', 'karisik', 'yagmur', 'de', 'esen', 'aynen', 'devam', 'yani', 'yar', 'sabah', 'turkcell', 'update', 'et']",Neutral
"['3kelimeyle2011', 'asker', 'ayrılık', 'iş']",Neutral
"['bu', 'avea', 'son', 'reklamiyla', 'turkcell', 'kullanicilarina', 'acikca', 'keriz', 'mi', 'diyo', 'ben', 'mi', 'abartiyorum']",Neutral
"['kendi', 'turkcell', 'storeda', 'iphone', 'bak', 'bul', 'ama', 'sonra', 'hemen', 'uzaklastim', 'ora']",Neutral
"['şimdi', 'ben', 'turkcell', 'akmerkez', 'git', 'de', 'ki', 'iphone', '4', 'istiyom', 'de', 'ki', 'bb', 'var', 'ben', 'de', 'access', 'point', 'var', 'mı', 'de']",Neutral
"['tcell', 'storedan', 'gel', 'yahya', 'yılan', 'smsiyle', 'ne', 'anla', 'iste', 'acep']",Neutral
"['nil', 'karaibrahimgilgökhan', 'tepe', 'hayat', 'paylaşinca', 'güzel', 'davalik', 'ol', 'via']",Neutral
"['teşekkür', 'et', 'ara', 'sor', 'süper', 'ama', 'telefon', 'konuşamaızda', 'anla', 'gibi', 'kadın', 'ara', 'ben', 'güzelses', 'ol']",Neutral
"['turkcell', 'superonline', 'mı', 'dha', 'hız', 'ttnet', 'mı']",Neutral
"['kocişim', 'volkan', 'selocan', 'kevserr', 've', 'ben']",Neutral
"['sahanin', 'oynadigi', 'turkcell', 'indirim', 'ol']",Neutral
"['bu', 'fenerbahçe', 'turkcel', 'bayi', 'kontor', 'bulun', 'laf', 'kadar', 'çok', 'gerek']",Neutral
"['1gb', 'cep', 'internet', 'paket', '29', 'tl', 'yerine', '3', 'ay', 'boyunca', 'ay', 'sadece', '9', 'tl', 'de', '1', 'ay', 'sonra', 'iptal', 'edilebilr', 'mi']",Neutral
"['ben', 'yine', 'yine', 'yine']",Neutral
"['iphone', '4s', 'ay', '99', 'lira', 'bugün', 'sat', 'çık', 'avea', 've', 'turkcell', 'bugün', 'sat', 'başla', 'iphone', '4s', 'için', 'kontratl']",Neutral
"['justin', 'bieber', 'konser', 'i̇çin', '25', 'haziran', '2012', 'san', 'turkcell', 'kuruçeşme', 'tarih', 'konuşuluyorbilet', 'fiyat', 'bile']",Neutral
"['orçoyla', 'bağ', 'hayat', 'd']",Neutral
"['ne', 'avea', 'ne', 'turkcell', 'tek', 'gerçek', 'gülse', 'birsel']",Neutral
"['bi', 'kere', 'de', 'sen', 'ara', 'be', 'kardeş', 'turkcell', 've', 'erkek', 'sen', 'harca', 'var', 'yok', 'swatch', '2', 'takıcaz', 'bp']",Neutral
"['arkadaş', 'simfree', 'iphone', 'al', 'hande', 'telefon', 'servis', 'yok', 'de', 'dur', 'turkcell', 'logos', 'bir', 'geliyr', 'bi', 'git']",Neutral
"['beyazin', 'casino', 'espri', 'şahanin', 'tcell', 'reklam', 'benzemiyomu', 'makina', 'icindeki', 'adam']",Neutral
"['ulan', 'banada', 'bugün', 'bitek', 'turkcell', 'mesaj', 'at', 'yaaa']",Neutral
"['ofis', 'paket', 'turkcell', 'iş', 'telefon', 'normal', 'tcell', 'hattima', 'yönlen', 'ofis', 'hattiyla', 'ben', 'ara', 'ofis', 'paket', 'mi', 'ucretlendirilir']",Neutral
"['turkcell', 'kapa', 'ya', '2', 'tl', 'at', 'de', 'val', '8', 'trip', 'd']",Neutral
"['yar', 'iphone', '4s', 'gel', 'ben', 'turkcell', 'bayi', 'gorcem', 'artik', '15', 'tatil', 'saturn', 'magzasina', 'git', 'kullanirim']",Neutral
"['2250', 'tl', 'turkcell', 'bahcelievlerde', '32gb', 'var', 'sahip', 'arkadasim', 'iste', 'ara', 'ben', 'alirsin']",Neutral
"['neboyla', 'herşey', 'güzelllhayat', 'güzelneboyla', 'bağ', 'hayat']",Neutral
"['avea', 'yad', 'turkcell', 'jet']",Neutral
"['çekim', 'güç', 'turkcell', 'geçmiş', 'ol', 'oğlak']",Neutral
"['sadece', 'cihaz', 'al', 'iste', 'fiyat', 'ne', 'internet', 'site', 'goremedim']",Neutral
"['şai̇beşi̇kefenerbahçe', '3kelimeyle2011']",Neutral
"['iphone', '4s', 'turkcell', 'de', '16aralik', 'taa2soy1c']",Neutral
"['numara', 'ver', 'iste', 'rumaranızı', 'ver', 'üstelik', '30', 'aralık', 'kadar', 'rumaradan', 'rumarayı', 'ara', 'ücret']",Neutral
"['kimse', 'mention', 'at', 'artık', 'turkcell', 'msj', 'atmıyo', 'zaten', 'hiç', 'bu', 'kadar', 'yalnız', 'kal']",Neutral
"['la', 'bekle', 'keşke', '5', 'gün', 'daha', '4s', 'gel', 'turkcell', 'e', 'üz', 'şu', 'an']",Neutral
"['o', 'zaman', 'turkcell', 'çöpçatan', 'mi', 'ol']",Neutral
"['sım', 'ozelden', 'msj', 'atıcak', 'ablacm', 'turkcell', 'sen', 'ben', 'oyle', 'yap', 'cunku']",Neutral
"['benm', 'turksel', 'şelerm', 'bitti']",Neutral
"['turkcell', 'ol', 'ogrencilere', '1', 'gb', 'internet', '1', 'tl', 'proje', 'sunsaydiniz', 'belki', '3g', 'destegi', 'bulun']",Neutral
"['yoq', '4', 'war', 'şua', 'gerek', '5', 'bekliyorumm']",Neutral
"['cantu', 'ko', 'turkcell', 'reklamlarindaki', 'şahan', 'ba', 'benziyo']",Neutral
"['3kelimeyle2011', 'gemi', 'altın', 'amerikacik']",Neutral
"['turkcell', 'değil', 'ama', 'melisa', 'nın', 'attıgı', 'mesaj', 'oku', 'mu', 'yar', 'şua', 'ahahahah']",Neutral
"['iphone', '4s', '16gb', 'turkcell', 'kontratsiz', 'fiyati', '2150', 'liramerak', 'et', 'icin']",Neutral
"['eger', 'bu', 'dogru', 'ise', 'acun', 'sadece', 'karamehmet', 've', 'dogan', 'i', 'degil', 'turkiyede', 'ne', 'kadar', 'turkcell', 'kullanici', 'var']",Neutral
"['cocuk', 'turkcell', 'değil', 'resmen', 'ama', 'cok', 'heveslenmistim']",Neutral
"['sakarya', 'superonline', 'fiberoptik', 'dosuyor', 'hersey', 'daha', 'hizlidaha', 'pahali']",Neutral
"['sanki', 'baba', 'haber', 'evlen', 'alt', 'taraf', 'turkcell', 'geç', 'kullan', 'cümle', 'şu', 'artık', 'kendi', 'kontör', 'kendi', 'al', 'ben', 'yokum', 'toğğbee']",Neutral
"['marketing', 'türkiye', 'haber', 'btk', 'turkcell', 'soruştur', 'via']",Neutral
"['kesk', 'hayat', 'gerçekten', 'paylaş', 'güzel', 'ol']",Neutral
"['ile', 'anı', 'yaş', 'ile', 'paylaş']",Neutral
"['turkcell', 'iç', 'var', 'normal', 'bi', 'kaç', 'tlm', 'var', 'sen', 'mesaj', 'at', 'konuş', 'ol', 'ara', 'can', 'zor', 'değil', 'hanii', 'd']",Neutral
"['superonlinedn', 'ara', 'geliyrr', 'amaaa']",Neutral
"['aka', 'yapiyosun', 'cansumturkcellde', 'caliipta', 'boyle', 'bir', 'olayi', 'yaaman', 'trajikomik', 'olmu', 'ben', 'heray', 'fturami', 'odemeyi', 'unut']",Neutral
"['sen', 'vodafone', 'gibi', 'ani', 'yaşa', 'ben', 'sen', 'turkcell', 'gibi', 'her', 'yer', 'çek', 'avea', 'gibi', 'oh', 'be', 'de', 'git']",Neutral
"['gnctrkcll', 'diye', 'bisey', 'varit', 'ya', 'hani', 'o', 'yani', 'hem', 'bugune', 'dek', 'bir', 'tek', 'sen', 'apaci', 'de', 'ben', 'bird', 'aydin', 'dogan', 'dedikodu', 'd']",Neutral
"['turkcell', 'sinir', 'winn', 'paket', 'var']",Neutral
"['bugün', 'turkcel', 'ben', 'pek', 'bi', 'sev']",Neutral
"['2012tahminlerinin', 'yan', 'nostalji', 'ne', 'de', 'türkiye', 'internet', 'site', 'aç', 'nasıl', 'görün']",Neutral
"['ben', 'güven', 'internet', 'hizmet', 'fayda', 'için', 'superonline', 'yetkili', 'ara', 'o', 'ise', 'müracatı', 'kurum', 'yap']",Neutral
"['trafik', 'yaz', '7777', 'kısa', 'mesaj', 'gönder', 'uygula', 'cep', 'telefon', 'in', 'turkcell', 'mi', 'hat']",Neutral
"['büyük', 'ihtimal', 'hat', 'problem', 'var', 'mesaj', 'at', 'geç', 'sen', 'ara', 'bile', 'haber', 'ol', 'yarın', 'bi', 'turkcell', 'gidicm', 'yine']",Neutral
"['bu', 'superonline', 'digiturk', 've', 'turkcell', 'in', 'kiyaklari', 'ben', 'bir', 'gun', 'oldurucek', 'digiturk', 'cum', 'dogum', 'gun', 'hediye', 'ol', 'kore', 'kanali', 'ekle', 'kendi']",Neutral
"['sen', 'vodofone', 'gibi', 'anı', 'yaşarkenavealılar', 'gibi', 'her', 'rahatla', 'ohbeeeee', 'dediğindeben', 'sen', 'türkcell', 'gibi', 'her', 'yer', 'çek']",Neutral
"['burak', 'ozentisi', 'biri', 'yine', 'telefon', 'kendi', 'turkcell', 'diye', 'kaydetmis', 'konusuyoruz', 'yani', 'ama', 'kim', 'olduguni', 'hala', 'bil', 'd']",Neutral
"['azim', 'sabır', 'başarı']",Neutral
"['sen', 'turkcell', 'i', 'kullanmıyo', 'mu']",Neutral
"['ben', 'o', 'turkcell', 'ora', 'ol']",Neutral
"['bu', 'turkcel', 'kampanya', 'yap', 'millet', 'bi', 'telefon', 'sapıklıgıdır', 'gidiyo', 'da', 'analarıda', 'o', 'tarifelerlemi', 'çalışıyo', 'sabah', '9', 'akşam', '9', 'bedava', 'acaba']",Neutral
"['kamera', 'boz', 'hafiza', 'yer', 'bir', 'ol', 'resim', 'cekip', 'gonderemiyorum', 'lutfen', 'ben', 'bir', 'cihaz', 'hediye', 'et', 'magduriyetimi', 'arz', 'et']",Neutral
"['kaç', 'para', 'ol', 'ki']",Neutral
"['trcell', 'trcell', 'merak', 'et', 'öde', 'nasıl', 'yapıoduk', 'ayıp', 'ediyosun', 'kardeş', 'ne', 'de', 'insan', 'öldümü']",Neutral
"['o', 'turkcell', 'ya', 'o']",Neutral
"['cok', 'yakın', 'siz', 'turkcell', 'misafir', 'edicez', 'ins', 'bekle']",Neutral
"['i̇ste', 'sihir', 'cumlelerturkcell', 'ben', 'ses', 'tanir', 've', 'avea', 'sifrem', 'ses', 'sakli']",Neutral
"['charlene', 'li', 'ye', 'dek', 'bochun', 'söz', 'hatırla', 'önce', 'insan', 'insan', 'kaybet', 'mal', 'kaybet', 'de', 'söz']",Neutral
"['daha', 'birbirinizdn', 'haberinz', 'yok', 'turkcel', 'mushizmetisizdn', 'bilgi', 'alip', 'inanmickda', 'bu', 'millet', 'kim', 'inancak', 'd', 'ama', 'saka', 'hala', 'guluorm', 'cok', 'iyiydii']",Neutral
"['aman', 'hayat', 'bağlansakın', 'git']",Neutral
"['beyaz', '64', 'var', 'mi']",Neutral
"['bu', 'kutu', 'ne', 'var', 'tahmin', 'et', 'hazır', 'mı', 'çok', 'yakın', 'sen', 'sor', 'belki', 'de', 'o', 'hediye', 'kazan', 'sen', 'ol']",Neutral
"['de', 've', 'sonra', 'da', 'bu', 'adam', '155', 'ara', 've', 'kork', 'birşey', 'ol', 'söyle', 'hemen', 'turkcell', 'ara', 'bilgi', 'al', 've', 'böylegtgtgt']",Neutral
"['bu', 'numara', 'taşı', 'iş', 'turkcell', 'çok', 'zarar', 'et', 'protokol', 'imza', 'at', 'pişman', 'ol', 'emin']",Neutral
"['off', 'bız', 'ev', 'baba', 'vodefone', 'anne', 'avea', 'ben', 'turkcell', 'ev', 'kontor', 'calıcak', 'adam', 'yok', 'hepımız', 'ayrı', 'operotorluyuz', 'd']",Neutral
"['yaklasik', '1', 'milyon']",Neutral
"['bu', 'turkcell', 'çok', 'terbiye', 'ha', 'heryer', 'çek']",Neutral
['turkcell'],Neutral
"['1998', 'yıl', 'beri', 'turkcell', 'li', 'artık', 'kim', 'araba', 'ismarladim', 'hesap', 'edemicem']",Neutral
['streshuzurpişmanlık'],Neutral
